collateral_auction_type,collateral_name,collateral_specification,collateral_info,collateral_market_place,invoice_auction_price,invoice_ttd,invoice_num,mrent_price,cc_bill,food_cost,trans_cost,employee_installment_loan,monthly_income,Bonus_income,salary_reduction,add_income,dependents_1,dependents_2,dependents_3,dependents_4,dependents_5,coworker_report,fraud
Kendaraan,motor bebek,Suzuki Smash,Bekas,15966259.652472395,30857404.155441314,True,,1115466,0,941030,1089453,0,11002799,3233763,682445.3037101554,4906152,0,0,0,0,4564454,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1962 m2 pinggiran kota Surabaya Timur,,20744249544.0,37674375292.86924,True,,1165692,0,835953,688400,0,7718548,4159388,601268.6816445409,11658595,0,4235885,4287764,2418033,2671777,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3051 m2 pinggiran kota Bekasi,,47057546997.0,114129284540.91533,True,6754.0,368903,0,1440036,694313,5215344,18598006,2890773,1128133.3799674825,15874170,0,4219202,1305610,0,704173,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 134 m2 Semarang,Bekas,1425384439.0,3579605893.241222,True,3439.0,1472976,0,1235002,555844,4024923,15079991,1515988,1203723.304306022,15938587,2920863,0,0,1137978,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2323 m2 pinggiran kota Surabaya Utara,,19804118582.0,20001865894.749233,True,6274.0,536887,0,864870,1109674,0,5840658,4709140,484309.01978206,8364216,0,730763,4972865,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Baru,16404105.814764606,22930022.25673894,False,5403.0,1371384,4503726,1020258,1215774,5722856,32516636,0,1912967.2502154321,0,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 205 m2 Makassar,Baru,1564297968.0,3772460717.4948816,True,9163.0,1084413,0,884684,539792,6545215,16683373,0,1541536.6488547202,0,0,3096715,2617321,3189935,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Vivo X80,Bekas,10303816.180994706,10473905.607068121,True,5770.0,785504,3067759,1391833,687925,0,33470067,0,1842276.1244253314,0,0,0,3191371,1402162,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,6318245.916532922,16876735.00786504,False,2999.0,457823,5439297,1375028,958496,2616504,24610653,4423894,2326402.158383074,5492613,0,0,0,0,3457899,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Honda CBR 150R,Bekas,33214773.225303836,29069463.309431624,True,,1105239,0,1167191,1383661,0,26346922,2716766,1454745.5304504996,5319852,0,846341,2867888,2551893,4165985,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4607 m2 pinggiran kota Surabaya Timur,,45566422651.0,134398421591.11407,True,5301.0,1985761,6591596,822699,972255,5203847,33909409,2540440,2387070.549848401,10943481,0,1844123,0,3080465,2403404,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Vivo X80,Bekas,9283426.524151346,24031381.74139299,True,4921.0,1054347,506020,1213677,1055483,0,21597297,4048694,1159256.9027156495,0,282974,994004,3794625,512694,3002781,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 100 gram,,9283426.524151346,24499260.260163426,True,6781.0,993732,3557966,817459,1412656,0,27689688,3424708,1450562.5830010842,0,3871859,0,4162910,1691898,996360,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,15124616.205772743,22395399.52514345,True,7885.0,566791,9520340,929439,715671,9015131,14984427,0,1483898.9683808654,12708340,3864853,0,0,4633427,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Huawei P50 Pro,Bekas,12005160.18152118,32310115.336371448,True,8470.0,495215,3290985,768567,1259696,5472222,16270197,0,1468755.1274054626,8263715,0,0,0,1733620,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Daihatsu Xenia,Bekas,102233466.37161699,92146368.66581194,True,2629.0,1711994,0,1074045,1148756,0,24033564,4905646,1345621.469200065,0,815985,1899708,0,4822675,2929159,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 500 gram,,102233466.37161699,252813258.70084065,True,9697.0,746689,2058198,1418893,1402376,0,11745996,2690449,875261.4146701876,0,0,1730925,0,0,3661084,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Realme GT 2 Pro,Baru,12930266.485920109,18961284.930204462,True,6966.0,1259235,0,1091968,1232501,0,14821691,0,1300869.0183463043,2623393,0,0,4981298,3920778,3759380,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata opal,,1216466.8875610405,1226178.2644077288,True,3549.0,536158,0,1182534,736850,5134668,5038022,0,451319.1551008454,0,3282803,2150580,0,1603539,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 206 m2 Bekasi,Bekas,1505896826.0,1750366734.019147,True,9982.0,1200700,8216231,1093113,947608,0,25234923,2809524,1469888.573061767,0,0,2924381,1919699,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2994 m2 pedesaan Kulon Progo,,10928249700.0,14516677017.008942,True,8651.0,1540915,4611220,848713,1279928,7763590,7128469,0,393386.72511625645,0,2410261,0,1398701,168357,707858,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,OPPO Find X5 Pro,Baru,18831024.047729004,11315968.196365368,True,,680604,3595541,1006487,1232097,0,12295365,3409866,1167514.3580260954,0,4471163,0,3808713,3697471,4796392,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 5 gram,,18831024.047729004,51180398.690668605,True,3477.0,1068451,3867212,915533,367259,9859855,5827438,1405135,360840.4633071146,0,0,0,2633981,3540713,326229,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,1058 m2 perkotaan DKI Jakarta,,30373750642.0,55383866549.03085,False,3178.0,1275394,7709215,1249689,1353307,9523630,6437821,0,581935.5166277145,11798287,143677,3736351,2966623,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,13878950.407486489,28623878.63333863,True,8734.0,1117327,4516685,1461626,475118,6032381,27804501,0,2744908.403609932,0,386010,1503173,2407893,675561,3345976,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 91 m2 Medan Barat,Baru,1463237764.0,2344381493.0608673,True,8450.0,1193088,8331916,1112229,846451,9787593,9331754,0,480336.7188650586,9141672,0,2043861,4247250,0,1905556,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,11448151.565510485,29657977.076941043,True,2510.0,1910455,1444485,861238,725891,6604616,21159852,0,1236363.7495038155,3657734,71867,0,0,1289814,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MacBook Air M2,Baru,20882487.228087798,48125153.36436649,True,2392.0,826193,6286100,1012982,792614,0,30408475,0,1659470.1668074238,4404883,0,3418001,0,388289,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MSI Modern 15,Baru,14475274.232849572,28447494.61236149,True,1207.0,1330620,0,1159629,916243,0,21360452,2720837,1647553.7865932705,426542,2612454,4874346,0,0,4669564,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Bekas,14638745.31707698,34403765.057551384,True,7121.0,1206976,0,1445837,1350143,0,19862587,0,1576796.502319219,0,0,0,608120,2779355,1119083,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 250 gram,,14638745.31707698,18240919.20410674,True,1878.0,621653,5722461,760306,1436770,0,30027779,0,2082200.6760482471,7720815,0,0,2749284,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3722 m2 pinggiran kota Medan Barat,,32887446842.0,24198055652.06789,True,2939.0,888311,0,937620,608772,9100356,28931583,2133749,2679872.182584865,0,2353929,0,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Mazda CX-5,Baru,484696097.379124,1147961765.1406593,True,3060.0,1064755,9359405,1169802,1413375,9539660,28673200,2242535,1788390.2320751199,0,13990,0,2717367,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Honda HR-V,Baru,409114374.4273326,894796690.3717253,True,5921.0,1619505,0,772996,526591,5765708,16682609,0,1074643.6460485808,3303918,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Porsche 911,Baru,8612147141.939377,9745767441.408604,True,9684.0,985510,2991502,784824,768739,4882971,16724578,3333705,1447876.4913330195,0,1165738,0,1928107,3724214,131690,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Yamaha WR 155 R,Bekas,31818163.20756374,25172141.57656584,True,1342.0,864948,0,1154473,781113,8740614,6646927,0,500353.057309601,0,1560649,0,0,0,4655198,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Suzuki DR-150S,Bekas,25081156.134222064,65743328.75040092,True,8139.0,772069,3505216,1002430,753465,0,17796794,0,935088.8736032182,4261872,0,1831125,0,1385635,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Acer Swift 5,Bekas,10721056.1801417,10040352.469687698,True,1346.0,558898,0,1492021,825710,0,29861047,0,2434063.504928621,0,0,3817740,0,4840863,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Lexus ES,Baru,1672086711.667984,1371334505.715617,True,1037.0,406083,0,904043,471568,4967423,28022364,4480781,1943431.824838163,18167744,0,0,1068753,3739941,4415197,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin kawin emas kuning 22 karat,,5517483.681670609,6238800.093287982,True,5135.0,772790,9596536,803329,890601,0,13134497,0,808943.6680055164,0,4743026,3110846,0,4360013,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor sport,Honda CBR 150R,Baru,37810363.807978235,24154067.397671852,False,4494.0,281819,0,1011950,662784,7011473,7188048,3973926,623186.622202932,19264792,3361954,3786934,4300629,509921,4605123,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,HP Spectre x360 14,Baru,18597829.05125522,48930963.67014779,True,8277.0,1747540,0,957781,853683,0,22314697,2730123,1237196.3209498355,0,4342704,0,1601714,3104068,4483182,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2039 m2 pedesaan Sidoarjo,,10699220232.0,20136458206.84574,True,3831.0,380657,3254833,1415373,1469237,7515549,22247315,0,1258927.2696202176,7682753,0,0,3738091,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Vivo X80,Bekas,8127706.026144873,13664312.175956935,True,7480.0,1731884,9780778,1116432,989977,0,26715315,2556198,1378712.4304629292,10144640,0,885760,0,0,3808239,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,11745303.821722513,26849145.573768094,True,2430.0,1582960,0,946897,1012071,0,27507440,2192518,2306904.9097582977,10186811,0,3998531,0,0,999590,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Baru,22574445.99942327,62407933.97859847,True,8143.0,1766038,0,1406514,1217485,0,9456410,1439496,591882.7043741728,0,4210211,1191098,4472961,0,1238021,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,13572975.116902957,18719768.88889905,True,7086.0,1472974,0,1289827,1273949,0,7662791,0,522368.6319820212,0,2308021,3556783,460932,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung perak sterling dengan liontin berlian tunggal,,590541.1439429559,393658.9239671953,True,2331.0,1854289,0,1373096,1190357,3931788,20145702,0,1051382.3135998657,0,0,0,0,4438580,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,864266.5703588363,2501765.0996982194,True,1908.0,1855526,6603713,1269903,1079870,6225158,10070553,4672684,552362.0095295636,537711,1244387,0,4194540,4661245,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,OPPO Find X5 Pro,Baru,18277584.296287116,31637852.089385077,True,7379.0,1468292,6145400,1331062,1439542,0,6385940,1606547,555210.3924273334,0,0,0,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,3919 m2 pedesaan Tangerang Selatan,,23378669092.0,34995852320.03944,True,2912.0,1616739,0,1375069,1157751,4794798,23036320,2133168,1708066.619595993,0,0,0,594484,3280971,4609602,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1156 m2 perkotaan Surabaya,,19100696664.0,35515545781.9345,True,4822.0,1196275,4037554,942645,1174584,3014992,21367597,0,1831669.3419720568,10356173,0,0,0,0,1051540,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3712 m2 pedesaan Depok Timur,,19897916160.0,32031224887.869953,True,9364.0,854063,1830330,757262,789017,7384116,15155538,2829791,1283105.3535959385,0,2033659,1034131,237701,0,2847765,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Mercedes-Benz C-Class,Bekas,1252919406.9832256,839671713.6599624,True,7055.0,1051064,7642109,1252652,1203894,7854148,29172319,0,1558980.4688146908,0,1480383,0,3653121,3671006,0,1,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,5031822.262925115,10824122.59415828,False,6008.0,807959,8693354,1226723,1269770,9693184,29464686,2847822,2047794.5090459872,13503126,2719474,0,0,0,4872065,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,BMW Seri 3,Bekas,2078040438.5691943,4526864792.874923,True,4224.0,1539910,5919987,801435,883406,0,19305353,0,1903444.317463497,0,1467206,3526532,3441518,0,504624,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Bekas,5024006.662027298,6310501.089748676,True,7163.0,1216375,9594188,962713,1337870,6067168,15961994,0,1065952.1368607625,0,0,0,4453199,3217324,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Suzuki DR-150S,Bekas,25594549.299823124,59065321.15450495,True,3219.0,360138,0,833263,1384528,9996364,34802158,0,3205655.8757521342,0,0,0,0,0,3506374,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4873 m2 pinggiran kota Medan Utara,,36454547525.0,25349431170.79451,True,4495.0,1988508,8849651,1034595,931504,6793422,24923285,0,2340714.4923770544,0,0,0,0,0,4167107,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,2538 m2 pedesaan Depok Timur,,10763835660.0,7024893528.7804985,True,8492.0,819661,2719406,843170,676702,8460508,29191990,2392324,2722845.2186098057,0,3457236,0,0,522570,0,2,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,Acer Swift 5,Baru,10236943.66262507,10371664.713836756,True,8561.0,899059,0,1496720,913773,8561053,5558570,0,380241.32847945,890029,4184953,3088021,0,4563034,1147770,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 100 gram,,10236943.66262507,15648785.340382004,False,4971.0,773299,0,1096772,1313427,7802367,31227357,4409077,2698779.5386255016,17409002,614078,4319605,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Realme GT 2 Pro,Baru,14201643.090751804,30779731.278729524,True,2364.0,379649,9372086,1097032,1306344,0,5928286,1020793,454058.8821774156,0,0,0,0,0,4598864,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 159 m2 Depok,Baru,784498796.0,2040332547.8913,False,6256.0,912616,0,1052706,753214,0,34913229,1251024,2985809.8979244516,0,620640,419410,1165127,4127998,3434507,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Baru,16975235.800412677,21642357.758935977,True,9087.0,367030,0,1281477,1232150,2811664,26693786,0,2336229.2804984422,15788518,0,4358480,753513,0,1897823,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,14824693.909536805,12514119.913367203,True,,828877,0,1489804,635585,0,31650923,2357307,3054963.860444834,6664820,8128,0,0,1698216,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung liontin mutiara dengan desain jalinan,,6808428.410475233,19332573.681676235,True,4271.0,209858,7130296,1378110,1459063,0,15643926,2254978,1549609.6747829155,0,282985,1571796,0,788173,2614686,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung liontin mutiara dengan desain jalinan,,5836122.043485751,16129588.386593731,True,1795.0,450607,0,934964,1402271,4863681,15687726,0,1410174.4528120707,13877687,0,4782764,2340128,3579707,2281656,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Kawasaki KLX 150,Baru,37799129.96330476,67846197.46396033,True,8029.0,1537369,0,1177546,466732,0,22423936,0,1744364.5148676918,8445651,1582820,1398194,0,0,918667,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Lenovo ThinkPad X1 Carbon Gen 10,Baru,23061485.280165493,41673903.003898576,False,5877.0,1891716,1538305,1062439,1381390,0,10274201,0,832078.9058811094,0,291389,1795455,1310602,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 0.5 gram,,23061485.280165493,26723941.709036764,True,2885.0,734219,4181677,832477,416636,5698697,14927903,0,1063954.4925301848,0,0,4050409,0,4058805,958822,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
