collateral_auction_type,collateral_name,collateral_specification,collateral_info,collateral_market_price,invoice_auction_price,invoice_ttd,invoice_num,mrent_price,cc_bill,food_cost,trans_cost,employee_installment_loan,monthly_income,Bonus_income,salary_reduction,add_income,dependents_1,dependents_2,dependents_3,dependents_4,dependents_5,coworker_report,fraud
Kendaraan,motor trail,Honda CRF 150L,Bekas,34066199.75994496,84224334.65205462,True,7074.0,1098511,0,753008,1306144,0,24391527,0,1603335.6352896353,7061997,3197060,2027225,1682858,1902422,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,12552125.286657998,18430834.660924576,True,7845.0,1075127,0,883432,1027163,0,25409354,0,2316824.2836012896,0,0,2635461,4799890,1355917,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Lenovo ThinkPad X1 Carbon Gen 10,Bekas,20615794.98483204,50420330.87366818,True,4248.0,1311476,5423707,1181773,949456,0,14314248,4103672,867003.4786197934,0,0,0,1003400,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Honda CBR 150R,Bekas,33468370.822185747,45896426.411212,False,5348.0,1391421,7014421,956361,548318,6914121,15420508,0,1378506.4802035755,0,0,0,0,3980182,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Suzuki GSX-R 150,Bekas,26866499.101428937,29428874.616389237,True,4575.0,1368245,0,1087379,800182,0,27081143,2222654,1998184.21545018,19551228,3501135,676486,736012,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,OPPO Find X5 Pro,Bekas,12834402.339269023,15121603.898036243,True,4275.0,545279,1081709,1217769,1376789,2343208,9502875,0,860515.8249961048,0,4580871,3182262,0,0,0,5,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Kendaraan,motor bebek,Yamaha Jupiter MX,Bekas,18836692.537511185,50291634.47800624,True,1556.0,742083,0,818045,1144696,2217391,10994106,3819657,877851.0137664425,18105448,0,0,3849056,0,3830624,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Bekas,9083156.1687998,14594841.72745578,True,5245.0,1958544,0,1332097,830617,7482195,32244420,0,2131106.432553531,0,709915,0,0,1300849,0,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Porsche 911,Baru,6955327022.239642,11560763614.469223,False,1404.0,589937,0,902653,498304,6037024,33523515,0,2381309.5472985567,0,3399867,4160603,4016038,753334,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Baru,29968518.69941265,88989218.92556182,True,1378.0,1391511,6996362,1480450,609292,0,24228628,3844723,1978810.7141454632,2766786,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 159 m2 Tangerang Selatan,Baru,952237206.0,2079929247.169201,True,,1996515,7798520,1121642,464234,3209562,25198671,3519843,1728714.6006377633,7629862,0,0,4376957,0,3890546,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Vivo X80,Bekas,9232762.530891305,14343118.228503235,False,8337.0,1418930,0,975691,480658,0,18866653,0,1104229.4768934685,1597159,0,0,4912465,0,1367991,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 101 m2 Sidoarjo,Bekas,710529007.0,1992967769.0385287,True,6565.0,1371838,0,1156096,464259,0,11988354,2667889,998436.7617276378,12515879,0,3770686,4966435,3654100,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1326 m2 pedesaan Mojokerto,,7121147748.0,13114417199.678028,True,4495.0,598486,7896976,1029555,1087890,6647373,20113640,0,1332881.178391885,15126236,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,27417553.00500963,33485384.046147358,True,2556.0,1045293,0,1485420,1098946,6448972,20053616,0,1358397.1432878354,0,2087503,0,0,3643457,291299,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Lenovo ThinkPad X1 Carbon Gen 10,Bekas,17532914.004856125,29949834.472469956,False,6909.0,1394908,0,1313668,1307176,6769689,16620619,4489584,846847.0783388244,0,0,0,2507548,0,4171483,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3489 m2 pedesaan Kulon Progo,,15397947876.0,36425097010.92516,True,4042.0,208596,4247339,923422,1035301,2313777,5665732,0,307409.5516511152,0,0,1575454,0,3131489,1720248,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,14251123.221097782,24435302.086031042,True,4155.0,1027306,0,1249103,1497190,6831011,11540212,0,892795.6748647046,7615407,0,2556870,0,4306022,125597,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,28546626.348875843,45753675.98560618,True,1355.0,1905245,0,800488,821457,0,24816125,0,1456706.2668376507,0,0,0,4685039,1158341,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata opal,,960529.9669602672,1075468.4162132493,False,,1274627,7922065,1477907,686744,2278766,25610034,0,2470311.4334915723,0,759534,4072905,3809306,2059333,2379779,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Bekas,15265103.84634955,35311586.22024585,False,,652176,0,1147310,613248,0,23175829,2415898,1437158.426468432,9863764,0,2681619,1564036,0,380371,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,11444683.219403952,26662524.108208746,True,8100.0,462966,0,1422938,1053343,0,8250422,0,741741.7553277403,11444392,0,4048914,0,4946726,553539,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MSI Modern 15,Bekas,10579879.497178238,7786917.760309454,True,5793.0,1554830,3185383,1107381,493344,0,33052543,4810236,3289832.1190917157,0,3319827,1462327,0,560152,530353,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 183 m2 Bantul,Bekas,883607330.0,1032073595.4079287,False,8215.0,1526384,6522078,1378947,549432,0,29437421,0,2667550.0455835913,0,0,191033,631786,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 500 gram,,883607330.0,1647767849.8752706,True,5830.0,936363,0,1371186,1180192,0,27702382,0,1793999.5717124706,0,1569079,1700535,0,3242793,3588091,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,1051963.3660042593,1157943.0191452452,True,9436.0,394628,5626334,995533,568900,0,33407732,0,3119995.484062344,10281838,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,OPPO Find X5 Pro,Bekas,14663145.732278697,33436288.52123481,True,5164.0,1170468,0,902738,1440000,5763344,19097018,0,1628233.296769424,0,897327,0,0,0,3632052,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Suzuki DR-150S,Bekas,24651719.922733065,16016844.361751424,True,1976.0,380679,2900496,1317312,484829,9610398,8142155,0,789023.9284018822,0,1783875,0,0,134847,0,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,1366 m2 pedesaan Sleman,,6559911748.0,4321471656.074514,True,9738.0,333820,0,1093440,863628,0,27422179,0,2280900.3414576543,8581358,0,3348878,1629672,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Kawasaki Ninja 250,Bekas,38624441.97141305,106498403.84942134,True,9626.0,588931,0,1246542,1399530,0,10520502,0,601237.6420452739,0,0,4730003,1729394,0,3788939,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Baru,22210950.105783142,33811711.36702452,True,2011.0,498500,0,1413323,962269,0,29224393,0,2055224.162858912,0,2157559,0,0,653427,1229386,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Honda CRF 150L,Baru,35384000.0,71571729.35085571,True,3793.0,386093,6336734,1212512,520270,6551608,29820883,0,2620964.8663945836,13932534,748942,1032942,494179,1973835,2595201,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,12371005.61462581,16537810.666907784,True,1040.0,1675143,8111773,1314927,1027696,0,15998549,2909438,959813.1814193007,0,2740240,4891040,0,0,2997535,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,2063 m2 perkotaan Makassar,,20300406868.0,55932843464.09195,True,6629.0,484577,0,1065605,1483726,6411605,27823017,1864726,1997106.4326804383,1429861,992138,531023,0,3332001,548294,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Baru,8200718.014275087,8758521.334769312,True,1204.0,1148007,0,805473,366150,0,24275961,1308103,1536936.7996710306,13274461,1336228,529272,3155394,0,2151313,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Acer Swift 5,Bekas,10850499.64555722,26329252.350802626,True,4937.0,557980,6097162,1230209,1315731,0,28155149,2467807,1718824.2369778631,0,0,3387537,0,4189164,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Honda CB 150R Streetfire,Bekas,20610047.24043754,32856521.886154175,True,9883.0,1581301,0,978685,958470,9767774,13222602,0,1001293.3240440428,12333910,0,0,3508065,119515,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Baru,19809354.09568932,15041874.627062239,True,7747.0,665107,2030323,1179090,703648,3542659,8654983,0,552776.0923651621,0,0,0,0,3632380,0,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung liontin berlian dengan setting halo,,16379143.542271946,32081440.573902804,True,2451.0,608624,8414707,977506,1152457,0,19247797,4447016,1010191.5977192204,0,0,1279649,4689914,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Baru,9005451.070364406,5582759.437634679,True,2502.0,1100420,0,808386,1100516,9586828,21065533,0,1277025.5395586588,15362713,4182747,0,1518468,925298,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Bekas,5264156.029602838,12007566.280588029,True,9558.0,912624,7962541,1396006,1349431,9544128,8022719,4425656,686030.7103542504,9226355,3023061,3772370,3624393,0,3848495,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 265 m2 Semarang,Baru,1150110079.0,1293286141.4005663,True,3861.0,1430417,0,944796,557733,4643663,30962852,0,1837442.888733354,0,0,3385688,2507134,3626585,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Audi A4,Baru,1252506745.7230134,2404913717.400947,True,6162.0,1325162,0,1404061,938827,8178833,30054482,0,2758605.668512643,0,0,4216096,1478691,3494190,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Dell XPS 13 9320,Bekas,12025904.282830758,26562008.16617518,True,7181.0,565422,0,995277,389180,9960412,31502464,0,2452187.846681053,0,4345293,3294767,3579559,1253467,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Baru,9211994.72424496,27601872.50501224,True,3416.0,1963823,7105707,759902,807762,0,12644108,3525837,914892.6003672044,0,1879631,918824,1759543,2773899,1264535,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,HP Spectre x360 14,Bekas,12719398.960001523,19270569.84207765,True,5951.0,1856875,7556327,1336872,953960,0,13379691,0,863590.1951759486,19267105,0,0,1013965,4089921,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 269 m2 Depok,Baru,1228329113.0,2754986567.234992,True,,389948,0,1184926,712706,0,17250674,3260516,1222296.6174392493,0,3364119,573801,59957,3461052,2885673,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Honda CB 150R Streetfire,Baru,30407231.99827779,81851102.20794182,True,8619.0,1556067,8614272,1185122,1053107,3454834,5299298,2397343,316940.73559646,0,0,0,0,0,0,4,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Kendaraan,motor gede,Yamaha Vixion,Bekas,21324989.230378643,53375560.672034256,False,3448.0,1913120,1252624,1332264,679536,0,15381432,0,1328246.5934893242,0,4781324,4255575,2304385,4963240,3762350,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung emas kuning 22 karat dengan liontin berbentuk hati,,5514066.189899246,9867760.712785441,True,5840.0,1387516,2315565,758899,727976,9049240,10649311,2726991,1006595.1450870286,0,2709648,4006856,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor sport,Honda CBR 150R,Baru,40304104.204265215,117475782.69967368,True,5318.0,1604935,611314,1285948,1058624,0,24294347,1020300,1397525.1254173038,0,82181,4664202,0,4047595,4156970,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,11107979.392805139,15798662.43407194,True,4674.0,1159411,7650161,1417801,1461329,2671662,29561091,0,2516246.091686174,0,3211189,0,1025279,0,465747,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 234 m2 Medan,Baru,1265085098.0,1579931914.096229,True,2519.0,1919505,0,1147946,788650,0,34476946,4865144,2472903.584814464,4221541,3701300,0,0,2495583,2970610,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Kawasaki KLX 150,Bekas,20573127.163673405,53255899.54706231,True,8958.0,1564777,946637,1176162,1424223,0,32780048,2887917,2070923.0170922216,19067433,2123675,0,0,0,3490775,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,"Kalung liontin berlian 0,5 karat dengan emas kuning 22 karat",,10764828.162821244,18987629.06832689,True,6229.0,762062,0,1465761,487701,0,34827981,0,2177793.198751079,0,4655515,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 0.5 gram,,10764828.162821244,16058325.213369459,True,7404.0,498697,0,1057229,707661,9092053,24321749,3182389,1603701.9277927398,5317686,0,1185302,2926378,862303,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 99 m2 Sidoarjo,Baru,436005984.0,1176581145.4693575,True,1107.0,1911222,3538780,1453949,878917,0,11857233,0,958703.2309499081,14039546,0,4443965,0,0,906413,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,28719530.10554755,28972512.644137274,True,,1318661,0,1402058,941064,4282699,10786951,0,1022544.2416862187,0,745128,3722989,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,23021415.0071455,64315009.753694676,True,9277.0,951677,5192486,794102,872999,0,31693887,2021655,1999646.980458692,17804305,0,1457331,4235579,3718622,645135,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin tunangan berlian solitaire 1 karat dengan setting halo,,29709467.5567331,55708667.09257609,True,3607.0,274199,0,1154113,1398929,9447475,21520294,2704242,1529473.1102541194,0,0,0,0,1685193,4123305,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin solitaire emas kuning 18 karat dengan berlian 0,5 karat",,14354384.177173309,37843475.56816615,False,8611.0,1192201,0,1168771,660526,0,29145211,4940406,2121746.6764887935,0,2632891,28908,4496885,0,4281715,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 188 m2 Sidoarjo,Baru,965011210.0,2649859870.553999,True,6293.0,478963,0,818816,929964,0,18963493,1421290,1795326.7099009207,0,0,0,4957569,3306592,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 100 gram,,965011210.0,1499062508.6900272,True,7274.0,1614697,0,825122,1322601,6938830,34792186,1395942,2175162.4771704366,14642061,3748848,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Daihatsu Xenia,Bekas,219365697.52223927,365701376.5401108,True,6624.0,1450726,7883444,1426765,1045995,7020996,10169694,4915959,707076.1720169777,0,2331650,0,0,1576589,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Yamaha Vixion,Bekas,21577548.36879891,36927097.85358173,True,1168.0,309772,0,763766,990462,0,15105049,2698337,914888.1824047179,12396315,2041540,1943023,2315183,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 2 gram,,21577548.36879891,52095785.67062187,False,4849.0,1983790,3218680,1349240,990257,0,11400055,2025245,649809.5738291533,16989712,1849189,3027691,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Daihatsu Terios,Baru,261894074.90337172,495967753.2203216,True,5063.0,597830,7846501,1398068,989868,0,26075207,0,2417071.258689386,11758651,1652000,2840124,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 1 gram,,261894074.90337172,763863425.0629199,True,7475.0,1853961,6170238,952231,644570,2428059,14451816,2987772,1085277.476453803,0,4875715,0,2573654,1804866,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 140 m2 Medan Barat,Bekas,616432968.0,1129362446.8177135,True,7444.0,242500,1150760,987305,684858,0,17587322,0,1267763.156592723,0,0,2009035,0,4354945,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,26140175.56435617,33809386.26895957,True,1567.0,761937,0,1243880,934082,0,27257685,0,2518452.0727117094,5588943,0,0,2955239,0,2420802,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Kawasaki KLX 150,Bekas,29977972.941066712,25887374.425744615,True,2319.0,882381,0,1301251,397457,0,34321933,0,2106455.086278497,0,3185007,4676577,850076,0,268985,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
